title,url,platform,date,client,severity,Status
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4411,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4412,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4413,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4414,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4415,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4416,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4417,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4418,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4419,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4420,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4421,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4422,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4423,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4424,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4425,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4426,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4427,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4428,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4429,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4430,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4431,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4432,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4433,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4434,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4435,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4436,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4437,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4438,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4439,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4440,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4441,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4442,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4443,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4444,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4445,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4446,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4447,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4448,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4449,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4450,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4451,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4452,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4453,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4454,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4455,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4456,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4457,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4458,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4459,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4460,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4461,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4462,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4463,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4464,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4465,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4466,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4467,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4468,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4469,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4470,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4471,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4472,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4473,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4474,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4475,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4476,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4477,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4478,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4479,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4480,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4481,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4482,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4483,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4484,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4485,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4486,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4487,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4488,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4489,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4490,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4491,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4492,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4493,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4494,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4495,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4496,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4497,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4498,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4499,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4500,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4501,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4502,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4503,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4504,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4505,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4506,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4507,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4508,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4509,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4510,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4511,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4512,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4513,Telegram,47:38.6,Doctutorials,Critical,Closed
Psychiatry lastest unarranged,https://t.me/c/2103576412/4348/4514,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/4,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/5,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/6,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/7,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/8,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/9,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/10,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/11,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/12,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/13,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/14,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/15,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/16,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/17,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/18,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/19,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/20,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/21,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/22,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/23,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/24,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/25,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/26,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/27,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/28,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/29,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/30,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/31,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/32,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/33,Telegram,47:38.6,Doctutorials,Critical,Closed
Free Doc tutorials videos (FP),https://t.me/doctutorialsfreevideos/34,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1248,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1249,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1250,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1251,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1252,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1253,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1254,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1255,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1256,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1257,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1258,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1259,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1260,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1261,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1262,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1263,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1264,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1265,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1266,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1267,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1268,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1269,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1270,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1271,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1272,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1273,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1274,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1275,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1276,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1277,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1278,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1279,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1280,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1281,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1282,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1283,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1284,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1285,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1286,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1287,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1288,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1289,Telegram,47:38.6,Doctutorials,Critical,Closed
ENT - Latest,https://t.me/c/2103576412/15/1290,Telegram,47:38.6,Doctutorials,Critical,Closed
